Amount,Transaction,Time of Day,Location,Fraudulent
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.541666667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
100,Purchase,0.354166667,USA,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
80,Purchase,0.708333333,Canada,0
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
0,Cash Withdrawal,0.53125,Canada,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
250,Cash Withdrawal,0.541666667,USA,1
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
20,Cash Withdrawal,0.604166667,Mexico,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
150,Purchase,0.75,USA,0
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
200,Purchase,0.375,USA,1
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
75,Purchase,0.677083333,USA,0
30,Purchase,0.833333333,USA,0
30,Purchase,0.833333333,USA,0
300,Purchase,0.479166667,USA,1
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
100,Purchase,0.354166667,USA,0
300,Purchase,0.479166667,USA,1
