Transaction,Amount,Time of Day,Location,Fraudulent
Withdrawal,1884,7,Thrissur,0
Purchase,4334,14,Gujarat,0
Transfer,20221,8,Chennai,1
Purchase,4495,2,Kashmir,0
Purchase,4686,15,Coimbatore,0
Purchase,2003,3,Thrissur,0
Transfer,46138,1,Chennai,1
Withdrawal,1311,12,Bangalore,0
Transfer,2726,19,Thrissur,0
Transfer,2289,6,Delhi,0
Transfer,3431,22,Gujarat,0
Withdrawal,3400,7,Bangalore,0
Withdrawal,149,6,Chennai,0
Transfer,4121,4,Kolkata,0
Transfer,5447,3,Gujarat,1
Transfer,200,8,Bangalore,0
Transfer,3978,21,Coimbatore,0
Withdrawal,4089,15,Kashmir,0
Withdrawal,1437,7,Delhi,0
Withdrawal,608,15,Bangalore,0
Purchase,2932,7,Chennai,0
Transfer,1214,2,Delhi,0
Withdrawal,528,10,Gujarat,0
Withdrawal,1348,14,Delhi,0
Transfer,2502,15,Bangalore,0
Withdrawal,3315,16,Coimbatore,0
Transfer,619,16,Chennai,0
Transfer,2238,20,Bangalore,0
Transfer,3347,6,Kashmir,0
Withdrawal,3347,12,Gujarat,0
Transfer,4662,5,Kashmir,1
Withdrawal,3393,16,Kolkata,0
Purchase,2232,18,Thrissur,0
Withdrawal,2781,19,Kolkata,0
Purchase,2759,7,Coimbatore,0
Transfer,1225,3,Mumbai,0
Transfer,258,6,Gujarat,0
Transfer,3477,11,Delhi,0
Transfer,4594,17,Delhi,0
Purchase,874,15,Thrissur,0
Withdrawal,4783,17,Bangalore,0
Withdrawal,4331,15,Chennai,0
Withdrawal,933,23,Gujarat,0
Transfer,1159,8,Kolkata,0
Transfer,3653,11,Mumbai,0
Transfer,315,3,Coimbatore,0
Purchase,2820,16,Bangalore,0
Purchase,834,21,Chennai,0
Transfer,19,1,Coimbatore,0
Transfer,3746,23,Delhi,0
Transfer,4722,13,Kashmir,0
Withdrawal,5212,3,Chennai,1
Purchase,1193,9,Kashmir,0
Purchase,1211,8,Chennai,0
Purchase,532,14,Gujarat,0
Transfer,4764,17,Bangalore,0
Transfer,4145,17,Chennai,0
Purchase,4314,12,Mumbai,0
Withdrawal,4976,20,Gujarat,0
Transfer,2038,0,Kolkata,0
Transfer,1862,11,Chennai,0
Withdrawal,3699,15,Gujarat,0
Transfer,3650,21,Gujarat,0
Purchase,3813,19,Delhi,0
Purchase,1633,2,Bangalore,0
Transfer,1620,19,Gujarat,0
Transfer,4908,16,Thrissur,0
Withdrawal,3369,19,Coimbatore,0
Purchase,3739,19,Gujarat,0
Transfer,2385,18,Delhi,0
Purchase,3647,13,Chennai,0
Transfer,4457,12,Kolkata,0
Purchase,2080,17,Kolkata,0
Purchase,2043,23,Delhi,0
Purchase,4126,10,Delhi,0
Withdrawal,4639,2,Coimbatore,0
Withdrawal,992,20,Bangalore,0
Transfer,4284,14,Chennai,0
Transfer,3929,21,Gujarat,0
Purchase,1742,8,Chennai,0
Purchase,3752,21,Chennai,0
Transfer,4103,1,Mumbai,0
Purchase,3594,4,Delhi,0
Withdrawal,4471,23,Coimbatore,0
Transfer,4982,12,Bangalore,0
Transfer,320,15,Bangalore,0
Transfer,46989,1,Bangalore,1
Purchase,4640,2,Kolkata,0
Purchase,2405,22,Gujarat,0
Transfer,3194,4,Bangalore,0
Purchase,11,15,Kashmir,0
Transfer,4413,9,Delhi,0
Purchase,3929,4,Chennai,0
Purchase,4212,23,Gujarat,0
Transfer,24672,14,Bangalore,1
Withdrawal,37,14,Chennai,0
Withdrawal,8090,4,Chennai,1
Purchase,2747,19,Thrissur,0
Purchase,110,21,Bangalore,0
Transfer,24969,18,Kashmir,1
Withdrawal,4581,7,Kashmir,0
Transfer,3013,15,Chennai,0
Transfer,1275,22,Gujarat,0
Withdrawal,473,9,Thrissur,0
Purchase,3649,20,Chennai,0
Withdrawal,927,6,Delhi,0
Transfer,4972,18,Chennai,0
Transfer,3411,22,Kashmir,0
Transfer,4320,13,Delhi,0
Transfer,3475,22,Chennai,0
Transfer,4777,3,Coimbatore,0
Transfer,3204,18,Kashmir,0
Withdrawal,4362,11,Kolkata,0
Withdrawal,1153,10,Delhi,0
Purchase,4675,20,Kolkata,0
Transfer,2914,11,Bangalore,0
Purchase,3870,15,Kashmir,0
Purchase,939,4,Mumbai,1
Purchase,118,8,Gujarat,0
Withdrawal,4540,9,Kashmir,0
Purchase,36594,3,Bangalore,1
Transfer,2041,16,Chennai,0
Purchase,350,15,Thrissur,0
Withdrawal,4260,11,Kashmir,0
Transfer,3481,19,Bangalore,0
Purchase,2846,8,Thrissur,0
Withdrawal,413,0,Thrissur,0
Purchase,4857,23,Kolkata,0
Transfer,1622,15,Gujarat,0
Transfer,3453,23,Thrissur,0
Transfer,3296,0,Chennai,0
Purchase,2104,10,Chennai,0
Transfer,3285,17,Coimbatore,0
Purchase,1650,2,Gujarat,0
Purchase,3455,3,Thrissur,0
Purchase,480,3,Thrissur,0
Transfer,4559,9,Mumbai,0
Transfer,2420,3,Gujarat,0
Withdrawal,348,5,Thrissur,0
Purchase,3314,22,Thrissur,0
Transfer,3849,5,Gujarat,0
Purchase,251,21,Delhi,0
Transfer,597,13,Kolkata,0
Transfer,904,4,Thrissur,0
Purchase,634,7,Bangalore,0
Purchase,702,11,Coimbatore,0
Transfer,2019,1,Delhi,0
Withdrawal,2974,0,Gujarat,0
Transfer,3828,6,Thrissur,0
Purchase,2735,7,Coimbatore,0
Purchase,43613,2,Delhi,1
Withdrawal,3538,22,Kolkata,0
Purchase,1509,5,Mumbai,0
Purchase,2588,21,Bangalore,0
Purchase,308,13,Coimbatore,0
Transfer,2901,7,Coimbatore,0
Transfer,3511,14,Bangalore,0
Purchase,1257,21,Chennai,0
Withdrawal,3263,17,Chennai,0
Purchase,1765,19,Kolkata,0
Withdrawal,689,6,Mumbai,0
Withdrawal,662,9,Chennai,0
Transfer,377,0,Bangalore,0
Transfer,853,0,Chennai,0
Transfer,3803,0,Coimbatore,0
Purchase,4728,6,Kolkata,0
Transfer,697,12,Kashmir,1
Transfer,4660,17,Coimbatore,0
Transfer,2727,16,Chennai,0
Purchase,32268,23,Chennai,1
Withdrawal,1067,13,Delhi,0
Purchase,366,20,Kolkata,0
Withdrawal,1751,18,Bangalore,0
Purchase,4049,19,Thrissur,0
Withdrawal,29289,4,Kolkata,1
Transfer,2081,13,Bangalore,0
Purchase,1453,10,Kolkata,0
Purchase,4421,9,Thrissur,0
Purchase,3303,8,Chennai,0
Purchase,2230,17,Gujarat,0
Purchase,1380,9,Thrissur,0
Purchase,46911,8,Gujarat,1
Withdrawal,791,5,Delhi,0
Purchase,2087,11,Kashmir,0
Withdrawal,2861,21,Bangalore,0
Withdrawal,1558,3,Thrissur,0
Withdrawal,4875,20,Kolkata,0
Withdrawal,1015,4,Gujarat,0
Purchase,4581,16,Gujarat,0
Withdrawal,1251,23,Delhi,0
Transfer,4293,18,Chennai,0
Withdrawal,35485,1,Kolkata,1
Withdrawal,4272,7,Chennai,0
Transfer,3347,15,Kolkata,0
Withdrawal,1107,10,Delhi,0
Withdrawal,3395,4,Kolkata,1
Transfer,4465,8,Kashmir,0
Transfer,3804,20,Delhi,0
Withdrawal,22770,22,Mumbai,1
Withdrawal,780,1,Chennai,0
Transfer,3022,4,Delhi,0
Purchase,537,6,Kolkata,0
Withdrawal,1103,0,Kashmir,0
Purchase,1022,21,Coimbatore,0
Transfer,3573,3,Mumbai,0
Transfer,4376,17,Coimbatore,0
Purchase,4102,3,Delhi,0
Withdrawal,25205,23,Kolkata,1
Withdrawal,4003,7,Coimbatore,0
Withdrawal,2968,15,Coimbatore,0
Withdrawal,3867,23,Chennai,1
Purchase,1053,16,Coimbatore,0
Transfer,2194,23,Chennai,0
Purchase,36360,23,Kashmir,1
Transfer,1542,22,Kolkata,0
Transfer,3576,11,Chennai,0
Withdrawal,1418,18,Coimbatore,0
Transfer,1670,14,Chennai,0
Transfer,2909,2,Thrissur,0
Purchase,4735,15,Mumbai,0
Transfer,4675,11,Coimbatore,0
Transfer,4306,4,Kashmir,0
Purchase,12085,23,Chennai,1
Purchase,42465,23,Gujarat,1
Withdrawal,3763,3,Kashmir,0
Purchase,1776,6,Chennai,0
Withdrawal,65,5,Kashmir,0
Transfer,3921,15,Chennai,0
Transfer,3734,17,Mumbai,0
Transfer,3154,14,Bangalore,0
Transfer,2208,14,Gujarat,0
Transfer,36023,23,Chennai,1
Purchase,3706,13,Mumbai,0
Purchase,3630,0,Delhi,0
Transfer,426,4,Kolkata,0
Withdrawal,1889,2,Mumbai,0
Withdrawal,3888,12,Bangalore,0
Purchase,583,22,Kashmir,0
Purchase,4907,23,Mumbai,0
Withdrawal,4551,9,Kashmir,0
Withdrawal,4060,16,Coimbatore,0
Transfer,4431,14,Gujarat,0
Withdrawal,4401,11,Kolkata,0
Purchase,2536,9,Thrissur,0
Purchase,1429,6,Delhi,0
Transfer,2392,3,Kolkata,0
Purchase,796,21,Mumbai,0
Transfer,2940,7,Mumbai,0
Withdrawal,1721,5,Gujarat,0
Transfer,11549,4,Gujarat,1
Withdrawal,2841,12,Kolkata,0
Withdrawal,4700,17,Chennai,0
Transfer,4299,19,Coimbatore,0
Purchase,3282,0,Thrissur,0
Withdrawal,4203,1,Mumbai,0
Withdrawal,2967,23,Thrissur,0
Withdrawal,2309,3,Gujarat,0
Transfer,326,22,Gujarat,0
Withdrawal,3572,23,Delhi,0
Purchase,5824,4,Kolkata,1
Transfer,1985,22,Mumbai,0
Transfer,4899,20,Delhi,0
Transfer,1560,0,Mumbai,0
Transfer,4346,21,Kashmir,0
Purchase,3523,6,Mumbai,0
Withdrawal,4790,10,Coimbatore,0
Withdrawal,1418,3,Gujarat,0
Transfer,611,17,Kolkata,0
Withdrawal,4921,6,Coimbatore,0
Withdrawal,3058,17,Chennai,0
Transfer,3898,21,Kolkata,0
Withdrawal,3046,0,Bangalore,1
Purchase,1255,22,Gujarat,0
Purchase,4067,11,Thrissur,0
Purchase,1568,11,Delhi,0
Transfer,4385,4,Chennai,0
Transfer,34,0,Kashmir,0
Transfer,1747,3,Kolkata,0
Withdrawal,588,1,Kolkata,0
Purchase,3016,2,Chennai,1
Purchase,691,19,Mumbai,0
Transfer,3949,6,Thrissur,0
Withdrawal,66,22,Chennai,0
Withdrawal,46937,5,Bangalore,1
Transfer,4741,19,Gujarat,0
Transfer,1995,19,Bangalore,0
Purchase,2121,9,Mumbai,0
Withdrawal,1351,11,Mumbai,0
Purchase,8789,0,Bangalore,1
Purchase,38561,4,Kashmir,1
Withdrawal,4584,0,Delhi,0
Purchase,807,16,Mumbai,0
Purchase,654,1,Bangalore,0
Transfer,2046,19,Kashmir,0
Withdrawal,2398,7,Thrissur,0
Purchase,3522,5,Chennai,0
Purchase,32,23,Kolkata,0
Transfer,2536,19,Chennai,0
Withdrawal,23964,5,Bangalore,1
Transfer,14694,23,Kashmir,1
Withdrawal,9004,5,Mumbai,1
Purchase,3120,19,Kolkata,0
Withdrawal,1399,14,Bangalore,1
Purchase,1607,17,Coimbatore,0
Transfer,746,12,Kolkata,1
Purchase,3883,20,Gujarat,0
Purchase,702,20,Bangalore,0
Purchase,1420,16,Mumbai,0
Purchase,899,7,Thrissur,0
Transfer,3197,20,Mumbai,0
Purchase,2907,9,Coimbatore,0
Transfer,3763,22,Thrissur,0
Transfer,3575,0,Mumbai,0
Purchase,3933,16,Gujarat,0
Purchase,988,10,Kolkata,0
Transfer,2670,12,Coimbatore,0
Purchase,1512,10,Gujarat,0
Withdrawal,1442,19,Kashmir,0
Withdrawal,2391,15,Gujarat,0
Purchase,3760,21,Mumbai,0
Withdrawal,2518,22,Chennai,0
Withdrawal,4647,14,Bangalore,0
Withdrawal,3814,8,Chennai,0
Withdrawal,3263,11,Mumbai,0
Withdrawal,1156,2,Thrissur,0
Transfer,3004,13,Bangalore,0
Withdrawal,1528,1,Kashmir,0
Purchase,679,2,Bangalore,0
Transfer,1946,13,Gujarat,0
Transfer,10795,3,Delhi,1
Transfer,2081,7,Mumbai,0
Withdrawal,4382,6,Delhi,0
Withdrawal,4655,17,Delhi,0
Purchase,2935,20,Kashmir,0
Transfer,4838,9,Coimbatore,0
Transfer,2646,1,Gujarat,0
Transfer,71,15,Mumbai,0
Transfer,35286,18,Kolkata,1
Purchase,1090,3,Kolkata,0
Withdrawal,4254,18,Bangalore,0
Withdrawal,4040,23,Chennai,0
Purchase,26877,3,Kashmir,1
Purchase,3142,1,Delhi,0
Withdrawal,1657,14,Kolkata,0
Purchase,1714,3,Bangalore,0
Withdrawal,4054,0,Gujarat,0
Transfer,3865,20,Bangalore,0
Purchase,4680,4,Delhi,0
Withdrawal,1912,19,Kolkata,0
Withdrawal,1780,5,Gujarat,0
Withdrawal,1994,7,Chennai,0
Purchase,4197,1,Kolkata,1
Withdrawal,2027,11,Kolkata,0
Withdrawal,3573,23,Coimbatore,0
Purchase,4468,14,Mumbai,0
Purchase,1982,10,Chennai,0
Purchase,760,3,Coimbatore,0
Transfer,2092,0,Kolkata,0
Purchase,1292,10,Gujarat,0
Transfer,4775,22,Thrissur,0
Transfer,2259,6,Chennai,0
Withdrawal,34616,21,Mumbai,1
Purchase,246,5,Chennai,0
Transfer,3407,11,Gujarat,0
Withdrawal,2255,10,Bangalore,0
Transfer,4531,4,Chennai,0
Purchase,3255,8,Gujarat,0
Purchase,104,6,Bangalore,0
Purchase,39570,23,Kashmir,1
Withdrawal,115,6,Kashmir,0
Purchase,2565,15,Coimbatore,0
Transfer,3135,7,Kashmir,0
Transfer,2210,10,Kolkata,0
Purchase,1958,9,Thrissur,0
Withdrawal,1917,4,Coimbatore,0
Withdrawal,1392,12,Kolkata,0
Purchase,221,6,Chennai,0
Transfer,3750,16,Kashmir,0
Purchase,4566,5,Mumbai,0
Purchase,2919,13,Thrissur,0
Purchase,648,3,Bangalore,0
Purchase,12517,1,Kashmir,1
Transfer,887,17,Coimbatore,0
Transfer,21987,13,Gujarat,1
Withdrawal,3206,4,Kashmir,0
Withdrawal,931,16,Bangalore,0
Purchase,1883,5,Chennai,0
Withdrawal,1576,23,Chennai,0
Purchase,2773,16,Delhi,0
Purchase,403,22,Gujarat,0
Transfer,3727,17,Kashmir,0
Transfer,253,19,Coimbatore,0
Purchase,457,22,Gujarat,0
Purchase,3124,6,Kolkata,0
Transfer,2295,4,Kolkata,0
Withdrawal,464,9,Delhi,0
Withdrawal,1259,15,Coimbatore,0
Purchase,2348,19,Thrissur,0
Withdrawal,1840,17,Coimbatore,0
Transfer,556,13,Kolkata,0
Transfer,1966,19,Kolkata,0
Transfer,3687,5,Kolkata,1
Transfer,559,22,Mumbai,0
Withdrawal,4697,13,Mumbai,0
Purchase,1488,2,Coimbatore,0
Purchase,1972,19,Thrissur,0
Purchase,3551,14,Thrissur,0
Purchase,3744,9,Mumbai,0
Transfer,580,5,Mumbai,0
Purchase,1723,19,Thrissur,0
Transfer,224,15,Coimbatore,0
Withdrawal,37,15,Kolkata,0
Transfer,1487,4,Mumbai,1
Purchase,28184,2,Gujarat,1
Purchase,3051,16,Chennai,0
Purchase,644,22,Delhi,0
Transfer,1095,8,Delhi,0
Purchase,1154,19,Chennai,0
Purchase,38,14,Coimbatore,0
Transfer,4423,6,Bangalore,0
Purchase,784,17,Coimbatore,0
Withdrawal,1263,6,Bangalore,0
Purchase,2333,5,Kolkata,0
Purchase,4723,1,Mumbai,0
Withdrawal,412,12,Gujarat,0
Purchase,708,1,Kolkata,0
Withdrawal,2999,17,Delhi,0
Transfer,3938,10,Gujarat,0
Withdrawal,46996,3,Kashmir,1
Withdrawal,4639,7,Chennai,0
Withdrawal,2182,23,Thrissur,0
Purchase,765,1,Thrissur,0
Withdrawal,4791,18,Kashmir,0
Transfer,590,13,Chennai,0
Withdrawal,782,11,Thrissur,0
Withdrawal,3532,0,Thrissur,0
Purchase,4212,5,Kolkata,0
Purchase,1816,9,Gujarat,0
Withdrawal,2023,15,Kolkata,0
Transfer,3370,21,Chennai,0
Transfer,818,23,Mumbai,0
Purchase,285,4,Thrissur,0
Purchase,3195,12,Mumbai,0
Withdrawal,3101,17,Mumbai,0
Transfer,2452,3,Thrissur,0
Purchase,2479,11,Delhi,0
Purchase,53,13,Kolkata,0
Transfer,2248,16,Bangalore,0
Withdrawal,2130,20,Gujarat,0
Withdrawal,261,21,Kashmir,0
Transfer,4154,11,Bangalore,0
Transfer,10597,5,Chennai,1
Purchase,3847,21,Kolkata,0
Withdrawal,33286,9,Mumbai,1
Withdrawal,4076,16,Kolkata,0
Transfer,908,10,Gujarat,0
Purchase,4866,22,Kolkata,0
Withdrawal,2906,1,Gujarat,0
Withdrawal,3703,23,Bangalore,0
Purchase,4581,15,Kolkata,0
Purchase,3717,2,Kashmir,0
Withdrawal,4690,5,Delhi,0
Transfer,3699,14,Coimbatore,0
Withdrawal,22532,23,Delhi,1
Withdrawal,1739,21,Kolkata,0
Purchase,1402,8,Gujarat,0
Withdrawal,2246,11,Mumbai,0
Transfer,1734,5,Mumbai,0
Withdrawal,2125,11,Thrissur,0
Transfer,2282,20,Coimbatore,0
Withdrawal,49,18,Coimbatore,0
Transfer,73,2,Kolkata,0
Withdrawal,4133,23,Kashmir,0
Transfer,1903,2,Kolkata,0
Transfer,1513,12,Kashmir,0
Withdrawal,178,4,Kashmir,0
Withdrawal,1591,2,Mumbai,0
Transfer,475,8,Gujarat,0
Purchase,4637,15,Mumbai,0
Purchase,2510,9,Gujarat,0
Purchase,4038,13,Chennai,0
Withdrawal,3829,15,Kashmir,0
Transfer,4230,0,Gujarat,1
Transfer,4489,4,Kolkata,1
Withdrawal,1926,21,Kashmir,0
Purchase,3707,15,Bangalore,0
Transfer,3343,11,Mumbai,0
Purchase,1542,8,Kolkata,0
Withdrawal,1417,23,Chennai,0
Withdrawal,3012,15,Gujarat,0
Purchase,1575,8,Coimbatore,0
Purchase,4763,20,Kashmir,0
Withdrawal,4153,0,Kolkata,0
Withdrawal,521,12,Delhi,0
Withdrawal,199,21,Coimbatore,0
Withdrawal,2658,12,Thrissur,0
Transfer,2956,14,Kashmir,0
Withdrawal,1438,8,Delhi,0
Withdrawal,14899,3,Mumbai,1
Purchase,35,11,Thrissur,0
Withdrawal,37628,23,Chennai,1
Withdrawal,4484,10,Kolkata,0
Withdrawal,978,21,Kolkata,0
Transfer,4793,20,Coimbatore,0
Withdrawal,2769,16,Kashmir,0
Transfer,4263,4,Mumbai,0
Purchase,4622,23,Coimbatore,0
Transfer,2008,2,Chennai,0
Withdrawal,1741,5,Bangalore,0
Purchase,4658,10,Gujarat,0
Purchase,2118,0,Gujarat,0
Withdrawal,1864,4,Kolkata,0
Withdrawal,2092,9,Kolkata,0
Transfer,3249,18,Kashmir,0
Transfer,2364,17,Thrissur,0
Withdrawal,21,14,Delhi,0
Withdrawal,46319,1,Delhi,1
Transfer,72,18,Kashmir,0
Withdrawal,37969,5,Bangalore,1
Transfer,3911,18,Bangalore,0
Purchase,1682,4,Bangalore,0
Transfer,2930,12,Bangalore,0
Transfer,3321,15,Chennai,0
Transfer,2223,1,Thrissur,0
Withdrawal,35502,1,Kolkata,1
Purchase,2408,9,Kolkata,0
Purchase,1510,21,Mumbai,0
Purchase,1807,20,Coimbatore,0
Transfer,512,4,Thrissur,0
Purchase,11675,0,Kolkata,1
Withdrawal,4126,14,Delhi,0
Withdrawal,4459,6,Bangalore,0
Withdrawal,4672,16,Coimbatore,0
Withdrawal,858,0,Delhi,0
Transfer,4749,9,Mumbai,0
Purchase,3070,23,Delhi,0
Purchase,1700,9,Kashmir,0
Purchase,2568,0,Thrissur,0
Withdrawal,1695,13,Delhi,0
Transfer,2294,13,Kolkata,0
Withdrawal,32446,15,Kashmir,1
Purchase,19300,4,Bangalore,1
Withdrawal,4836,12,Bangalore,0
Withdrawal,1782,3,Bangalore,1
Transfer,2322,22,Mumbai,0
Purchase,1326,16,Kolkata,0
Withdrawal,4672,8,Bangalore,0
Purchase,953,3,Mumbai,0
Transfer,452,14,Kashmir,0
Withdrawal,1208,0,Coimbatore,0
Purchase,29595,21,Bangalore,1
Purchase,31816,15,Chennai,1
Withdrawal,488,6,Kashmir,0
Withdrawal,3016,22,Thrissur,0
Purchase,3306,6,Mumbai,0
Withdrawal,4729,3,Thrissur,0
Withdrawal,4434,6,Coimbatore,0
Purchase,281,5,Kolkata,0
Purchase,1747,11,Bangalore,0
Purchase,2413,18,Delhi,0
Transfer,1668,8,Bangalore,0
Purchase,519,10,Kashmir,0
Transfer,2240,8,Mumbai,0
Withdrawal,3575,15,Bangalore,0
Purchase,661,13,Thrissur,0
Transfer,475,13,Kolkata,0
Transfer,860,22,Coimbatore,0
Transfer,4263,16,Bangalore,0
Withdrawal,2306,2,Gujarat,0
Withdrawal,4844,14,Kashmir,0
Purchase,4386,14,Kolkata,0
Transfer,330,15,Mumbai,0
Purchase,25,1,Kashmir,0
Purchase,19123,0,Chennai,1
Purchase,4201,6,Thrissur,0
Withdrawal,1649,14,Mumbai,0
Withdrawal,1991,9,Kolkata,0
Purchase,3556,23,Delhi,0
Purchase,2046,6,Mumbai,0
Withdrawal,3084,16,Coimbatore,0
Transfer,2065,14,Kashmir,0
Purchase,3081,2,Coimbatore,0
Withdrawal,4671,3,Gujarat,0
Transfer,3476,2,Kolkata,0
Purchase,1362,17,Bangalore,0
Purchase,234,1,Coimbatore,0
Withdrawal,3335,11,Mumbai,0
Purchase,4785,16,Kashmir,0
Transfer,1713,21,Delhi,0
Withdrawal,2051,10,Chennai,0
Transfer,2731,20,Delhi,0
Purchase,3952,22,Gujarat,0
Transfer,229,12,Chennai,0
Purchase,1211,1,Coimbatore,0
Purchase,2198,18,Mumbai,0
Withdrawal,236,1,Kolkata,0
Transfer,3179,16,Coimbatore,0
Withdrawal,3956,17,Coimbatore,0
Purchase,4177,14,Gujarat,0
Transfer,2731,21,Bangalore,0
Purchase,3463,7,Bangalore,0
Transfer,1740,2,Thrissur,0
Purchase,425,22,Chennai,0
Withdrawal,111,17,Chennai,0
Purchase,3083,1,Gujarat,0
Purchase,1589,20,Bangalore,0
Transfer,490,12,Gujarat,0
Transfer,3746,1,Bangalore,0
Withdrawal,2404,22,Kolkata,0
Transfer,2726,22,Kashmir,0
Purchase,2683,17,Mumbai,0
Purchase,4077,22,Thrissur,0
Transfer,11083,3,Mumbai,1
Withdrawal,4014,7,Thrissur,0
Purchase,982,19,Delhi,0
Transfer,1880,15,Gujarat,0
Transfer,1,10,Delhi,0
Transfer,2255,16,Chennai,0
Transfer,92,8,Kolkata,0
Withdrawal,2649,15,Kashmir,0
Withdrawal,3539,1,Kashmir,0
Withdrawal,46242,22,Mumbai,1
Purchase,1268,20,Chennai,0
Withdrawal,4209,12,Gujarat,0
Purchase,1355,5,Thrissur,0
Purchase,3666,12,Kolkata,0
Purchase,1574,9,Kashmir,0
Transfer,36195,0,Kashmir,1
Transfer,688,3,Bangalore,0
Withdrawal,400,19,Thrissur,0
Transfer,14164,4,Kolkata,1
Purchase,1014,0,Gujarat,0
Purchase,2718,3,Kolkata,0
Purchase,3883,10,Kolkata,0
Withdrawal,1707,21,Kashmir,0
Purchase,3462,20,Kolkata,0
Purchase,4448,1,Coimbatore,0
Transfer,4834,2,Kolkata,0
Withdrawal,266,13,Coimbatore,0
Purchase,4792,15,Delhi,0
Transfer,4679,16,Bangalore,0
Withdrawal,1918,0,Chennai,0
Purchase,409,23,Gujarat,0
Withdrawal,2510,16,Bangalore,0
Transfer,3363,7,Coimbatore,0
Purchase,3597,21,Thrissur,0
Transfer,4397,15,Bangalore,0
Transfer,98,7,Kolkata,0
Withdrawal,649,15,Delhi,0
Transfer,3909,12,Bangalore,0
Purchase,1225,14,Kashmir,0
Withdrawal,2794,9,Thrissur,0
Transfer,12807,0,Mumbai,1
Withdrawal,533,22,Bangalore,0
Purchase,2002,21,Mumbai,0
Transfer,193,18,Chennai,0
Transfer,2241,6,Mumbai,0
Transfer,4676,6,Delhi,0
Transfer,2708,7,Coimbatore,0
Withdrawal,3606,18,Coimbatore,0
Purchase,28764,0,Kolkata,1
Withdrawal,590,2,Thrissur,0
Transfer,281,10,Bangalore,0
Purchase,4119,12,Mumbai,0
Purchase,2320,22,Mumbai,0
Transfer,3728,16,Chennai,0
Withdrawal,1395,9,Bangalore,0
Purchase,880,11,Kolkata,0
Purchase,1880,17,Chennai,0
Withdrawal,3105,10,Thrissur,0
Purchase,1491,19,Mumbai,0
Purchase,1765,18,Chennai,0
Transfer,513,22,Mumbai,0
Transfer,4782,7,Delhi,0
Purchase,100,9,Mumbai,0
Transfer,1054,17,Thrissur,0
Withdrawal,1192,18,Coimbatore,0
Transfer,3997,10,Mumbai,0
Transfer,1092,5,Gujarat,0
Purchase,2836,0,Coimbatore,0
Withdrawal,2313,8,Delhi,0
Transfer,4917,13,Mumbai,0
Withdrawal,1292,12,Kolkata,0
Withdrawal,4189,14,Delhi,0
Transfer,4094,1,Delhi,0
Purchase,4631,4,Delhi,0
Transfer,2205,20,Chennai,0
Purchase,2986,16,Chennai,0
Withdrawal,4140,14,Gujarat,0
Transfer,722,3,Delhi,0
Withdrawal,2047,10,Kolkata,0
Transfer,161,16,Delhi,0
Purchase,4976,13,Kashmir,0
Purchase,4800,1,Bangalore,0
Transfer,2824,20,Kashmir,0
Purchase,28745,21,Delhi,1
Transfer,4649,22,Chennai,0
Transfer,836,23,Kolkata,0
Withdrawal,784,14,Gujarat,0
Purchase,1976,12,Mumbai,0
Purchase,4056,17,Kolkata,0
Withdrawal,4752,6,Bangalore,0
Transfer,525,3,Kolkata,0
Purchase,1382,9,Delhi,0
Withdrawal,1375,18,Kolkata,0
Purchase,4436,20,Chennai,0
Withdrawal,3730,6,Mumbai,0
Purchase,1604,8,Mumbai,0
Transfer,3103,5,Gujarat,0
Purchase,3091,11,Gujarat,0
Transfer,2340,10,Mumbai,0
Transfer,4425,13,Delhi,0
Transfer,2918,1,Mumbai,0
Transfer,4138,17,Thrissur,0
Purchase,4520,11,Thrissur,0
Withdrawal,3797,9,Mumbai,0
Purchase,3490,23,Kashmir,0
Withdrawal,4235,13,Kolkata,0
Withdrawal,4372,18,Delhi,0
Purchase,241,21,Bangalore,0
Purchase,47004,6,Chennai,1
Purchase,3719,6,Mumbai,0
Purchase,1632,1,Thrissur,0
Transfer,3269,6,Gujarat,0
Withdrawal,2586,7,Gujarat,0
Transfer,47144,0,Bangalore,1
Purchase,1434,0,Mumbai,0
Purchase,3172,6,Delhi,0
Transfer,1226,7,Chennai,0
Withdrawal,3165,6,Gujarat,0
Purchase,4462,22,Coimbatore,0
Transfer,2956,8,Gujarat,0
Withdrawal,4797,8,Bangalore,0
Withdrawal,2715,10,Kolkata,0
Purchase,2248,12,Mumbai,0
Transfer,734,18,Kashmir,0
Transfer,1226,6,Gujarat,0
Purchase,4521,23,Kashmir,0
Withdrawal,1998,6,Coimbatore,0
Transfer,3040,8,Mumbai,0
Purchase,4394,8,Kashmir,0
Transfer,1465,10,Kashmir,0
Withdrawal,184,4,Coimbatore,0
Withdrawal,49538,12,Kolkata,1
Purchase,1194,8,Chennai,0
Withdrawal,931,23,Thrissur,0
Withdrawal,1118,8,Gujarat,0
Withdrawal,2871,6,Coimbatore,0
Transfer,1110,10,Kashmir,0
Purchase,4832,21,Thrissur,0
Purchase,1929,15,Delhi,0
Transfer,3524,19,Thrissur,0
Transfer,19887,0,Mumbai,1
Withdrawal,3446,0,Gujarat,0
Purchase,4692,0,Kolkata,0
Transfer,1844,3,Coimbatore,0
Withdrawal,1886,5,Bangalore,0
Withdrawal,3627,3,Bangalore,0
Transfer,3000,9,Chennai,0
Purchase,4143,13,Gujarat,0
Transfer,3728,21,Thrissur,0
Transfer,3365,5,Chennai,0
Transfer,1451,5,Chennai,1
